123.953, 129.496, 5.737, 33.103 False
123.571, 129.493, 5.753, 33.170 False
123.187, 129.490, 5.759, 33.237 False
122.804, 129.487, 5.762, 33.304 False
122.421, 129.484, 5.745, 33.371 False
122.039, 129.481, 5.722, 33.438 False
121.660, 129.479, 5.683, 33.505 False
121.283, 129.476, 5.643, 33.572 False
120.910, 129.474, 5.592, 33.639 False
120.539, 129.472, 5.543, 33.706 False
120.173, 129.469, 5.486, 33.773 False
119.810, 129.467, 5.431, 33.840 False
119.451, 129.466, 5.369, 33.907 False
119.095, 129.464, 5.310, 33.974 False
118.744, 129.462, 5.245, 34.041 False
118.397, 129.463, 5.183, 34.108 False
118.055, 129.463, 5.117, 34.175 False
117.716, 129.463, 5.054, 34.242 False
117.382, 129.462, 4.986, 34.309 False
117.050, 129.462, 4.973, 34.376 False
116.720, 129.462, 4.937, 34.443 False
116.393, 129.462, 4.871, 34.510 False
116.072, 129.461, 4.789, 34.577 False
115.756, 129.461, 4.717, 34.644 False
115.445, 129.461, 4.651, 34.711 False
115.137, 129.462, 4.589, 34.778 False
114.834, 129.462, 4.526, 34.845 False
114.535, 129.462, 4.463, 34.912 False
114.240, 129.462, 4.398, 34.979 False
113.949, 129.463, 4.335, 35.046 False
113.663, 129.463, 4.274, 35.113 False
113.381, 129.463, 4.213, 35.180 False
113.102, 129.464, 4.151, 35.247 False
112.828, 129.465, 4.090, 35.314 False
112.558, 129.465, 4.030, 35.381 False
112.293, 129.466, 3.946, 35.448 False
112.036, 129.467, 3.789, 35.515 False
111.792, 129.467, 3.595, 35.582 False
111.562, 129.468, 3.385, 35.649 False
111.347, 129.469, 3.171, 35.716 False
111.145, 129.469, 2.961, 35.783 False
110.956, 129.470, 2.759, 35.850 False
110.781, 129.471, 2.566, 35.917 False
110.618, 129.473, 2.384, 35.984 False
110.466, 129.474, 2.215, 36.051 False
110.325, 129.475, 2.056, 36.118 False
110.194, 129.476, 1.909, 36.185 False
110.072, 129.476, 1.771, 36.252 False
109.959, 129.477, 1.644, 36.319 False
109.854, 129.477, 1.526, 36.386 False
109.756, 129.477, 1.416, 36.453 False
109.666, 129.478, 1.314, 36.520 False
109.582, 129.478, 1.219, 36.587 False
109.504, 129.478, 1.132, 36.654 False
109.432, 129.479, 1.050, 36.721 False
109.364, 129.479, 0.975, 36.788 False
109.302, 129.479, 0.905, 36.855 False
109.244, 129.479, 0.840, 36.922 False
109.191, 129.480, 0.779, 36.989 False
109.141, 129.480, 0.723, 37.056 False
109.094, 129.480, 0.671, 37.123 False
109.051, 129.480, 0.623, 37.190 False
109.012, 129.480, 0.578, 37.257 False
108.975, 129.480, 0.537, 37.324 False
108.940, 129.480, 0.498, 37.391 False
108.908, 129.480, 0.463, 37.458 False
108.879, 129.481, 0.429, 37.525 False
108.851, 129.481, 0.399, 37.592 False
108.826, 129.481, 0.370, 37.659 False
108.802, 129.481, 0.343, 37.726 False
108.780, 129.481, 0.319, 37.793 False
108.760, 129.481, 0.296, 37.860 False
108.741, 129.481, 0.275, 37.927 False
108.723, 129.481, 0.255, 37.994 False
108.707, 129.481, 0.237, 38.061 False
108.692, 129.481, 0.220, 38.128 False
108.678, 129.481, 0.204, 38.195 False
108.665, 129.481, 0.189, 38.262 False
108.653, 129.481, 0.176, 38.329 False
108.641, 129.481, 0.163, 38.396 False
108.631, 129.481, 0.151, 38.463 False
108.621, 129.481, 0.141, 38.530 False
108.612, 129.481, 0.130, 38.597 False
108.604, 129.482, 0.121, 38.664 False
108.596, 129.482, 0.112, 38.731 False
108.589, 129.482, 0.104, 38.798 False
108.582, 129.482, 0.097, 38.865 False
108.576, 129.482, 0.090, 38.932 False
108.570, 129.482, 0.083, 38.999 False
108.565, 129.482, 0.077, 39.066 False
108.560, 129.481, 0.071, 39.133 False
108.555, 129.481, 0.065, 39.200 False
108.555, 129.481, 0.002, 39.267 False
108.553, 129.481, 0.004, 39.334 False
108.551, 129.481, 0.031, 39.401 False
108.548, 129.481, 0.039, 39.468 False
108.546, 129.481, 0.043, 39.535 False
108.543, 129.481, 0.043, 39.602 False
108.540, 129.481, 0.042, 39.669 False
108.537, 129.481, 0.041, 39.736 False
108.534, 129.481, 0.039, 39.803 False
108.532, 129.481, 0.036, 39.870 False
108.530, 129.481, 0.034, 39.937 False
108.527, 129.481, 0.032, 40.004 False
108.525, 129.481, 0.030, 40.071 False
108.524, 129.481, 0.027, 40.138 False
108.522, 129.481, 0.025, 40.205 False
108.520, 129.481, 0.024, 40.272 False
108.519, 129.481, 0.022, 40.339 False
108.519, 129.481, 0.000, 40.406 False
108.519, 129.481, -0.022, 40.473 False
108.519, 129.481, -0.016, 40.540 False
108.519, 129.481, 0.008, 40.607 False
108.518, 129.481, 0.016, 40.674 False
108.516, 129.481, 0.020, 40.741 False
108.515, 129.481, -0.002, 40.808 False
108.514, 129.481, -0.006, 40.875 False
108.513, 129.481, -0.009, 40.942 False
108.512, 129.481, -0.010, 41.009 False
108.511, 129.481, -0.009, 41.076 False
108.510, 129.480, -0.004, 41.143 False
108.509, 129.480, 0.003, 41.210 False
108.506, 129.479, 0.015, 41.277 False
108.502, 129.479, 0.073, 41.344 False
108.493, 129.478, 0.156, 41.411 False
108.478, 129.480, 0.258, 41.478 False
108.463, 129.483, 0.219, 41.545 False
108.445, 129.488, 0.269, 41.612 False
108.429, 129.494, 0.231, 41.679 False
108.411, 129.503, 0.300, 41.746 False
108.386, 129.514, 0.418, 41.813 False
108.356, 129.527, 0.465, 41.880 False
108.320, 129.538, 0.601, 41.947 False
108.279, 129.551, 0.625, 42.014 False
108.235, 129.562, 0.723, 42.081 False
108.184, 129.575, 0.796, 42.148 False
108.126, 129.587, 0.932, 42.215 False
108.063, 129.599, 0.970, 42.282 False
107.997, 129.608, 1.008, 42.349 False
107.929, 129.620, 1.055, 42.416 False
107.856, 129.630, 1.143, 42.483 False
107.777, 129.643, 1.228, 42.550 False
107.692, 129.655, 1.320, 42.617 False
107.602, 129.670, 1.390, 42.684 False
107.506, 129.681, 1.466, 42.751 False
107.407, 129.695, 1.528, 42.818 False
107.303, 129.707, 1.603, 42.885 False
107.195, 129.723, 1.667, 42.952 False
107.081, 129.736, 1.742, 43.019 False
106.964, 129.752, 1.804, 43.086 False
106.841, 129.767, 1.875, 43.153 False
106.715, 129.784, 1.936, 43.220 False
106.584, 129.802, 2.003, 43.287 False
106.449, 129.819, 2.065, 43.354 False
106.309, 129.835, 2.133, 43.421 False
106.166, 129.852, 2.191, 43.488 False
106.018, 129.870, 2.251, 43.555 False
105.868, 129.888, 2.286, 43.622 False
105.716, 129.906, 2.308, 43.689 False
105.563, 129.924, 2.329, 43.756 False
105.408, 129.943, 2.350, 43.823 False
105.252, 129.961, 2.369, 43.890 False
105.094, 129.979, 2.386, 43.957 False
104.936, 129.998, 2.400, 44.024 False
104.777, 130.016, 2.413, 44.091 False
104.616, 130.034, 2.424, 44.158 False
104.455, 130.052, 2.434, 44.225 False
104.294, 130.069, 2.443, 44.292 False
104.132, 130.084, 2.449, 44.359 False
103.969, 130.098, 2.456, 44.426 False
103.805, 130.114, 2.464, 44.493 False
